context,question,text,title,
"That's all I was saying. Now I'm asking if your company did tests on the substance before installing it at the base of Deepwater Horizon. We do exhaustive tests on everything we manufacture. Do you have the results of these exhaustive tests done on Zoneseal 2000? Now you're being unnecessarily flippant. Look, I am not some college student you can shout at. We're not going to commercial till he answers your question. No, you're the spokesperson for Halliburton. And I came on this program voluntarily. I don't have subpoena power. Everyone comes on this program voluntarily. Understand that this is all happening fast and that this is information that isn't at our fingertips. You don't have the test results at your fingertips? For the moment, Halliburton's thoughts and prayers... All of our thoughts and prayers are with the missing crew... Nobody's thoughts and prayers are with the fire. It's about time. What's the Minerals Management Agency? It's the Minerals Management Service, the MMS, and they have 56 inspectors overseeing 3,500 production facilities that operate 35,591 wells in the Gulf region. That's according to the Interior Department, not Wikipedia. 56 inspectors for 35,000 wells?",Does he have the test on his fingertips?,this is information that isn't at our fingertips.,meeting_40,193
"That's all I was saying. Now I'm asking if your company did tests on the substance before installing it at the base of Deepwater Horizon. We do exhaustive tests on everything we manufacture. Do you have the results of these exhaustive tests done on Zoneseal 2000? Now you're being unnecessarily flippant. Look, I am not some college student you can shout at. We're not going to commercial till he answers your question. No, you're the spokesperson for Halliburton. And I came on this program voluntarily. I don't have subpoena power. Everyone comes on this program voluntarily. Understand that this is all happening fast and that this is information that isn't at our fingertips. You don't have the test results at your fingertips? For the moment, Halliburton's thoughts and prayers... All of our thoughts and prayers are with the missing crew... Nobody's thoughts and prayers are with the fire. It's about time. What's the Minerals Management Agency? It's the Minerals Management Service, the MMS, and they have 56 inspectors overseeing 3,500 production facilities that operate 35,591 wells in the Gulf region. That's according to the Interior Department, not Wikipedia. 56 inspectors for 35,000 wells?",What will they do next?,,meeting_40,193
"That's all I was saying. Now I'm asking if your company did tests on the substance before installing it at the base of Deepwater Horizon. We do exhaustive tests on everything we manufacture. Do you have the results of these exhaustive tests done on Zoneseal 2000? Now you're being unnecessarily flippant. Look, I am not some college student you can shout at. We're not going to commercial till he answers your question. No, you're the spokesperson for Halliburton. And I came on this program voluntarily. I don't have subpoena power. Everyone comes on this program voluntarily. Understand that this is all happening fast and that this is information that isn't at our fingertips. You don't have the test results at your fingertips? For the moment, Halliburton's thoughts and prayers... All of our thoughts and prayers are with the missing crew... Nobody's thoughts and prayers are with the fire. It's about time. What's the Minerals Management Agency? It's the Minerals Management Service, the MMS, and they have 56 inspectors overseeing 3,500 production facilities that operate 35,591 wells in the Gulf region. That's according to the Interior Department, not Wikipedia. 56 inspectors for 35,000 wells?",What does Minerals Management Agency do?,"they have 56 inspectors overseeing 3,500 production facilities that operate 35,591 wells in the Gulf region",meeting_40,193
" So if you think about this, it's kind of like a shortcut. They're using gender as a shortcut to get to their target consumer. The issue is that as logical as that argument seems, gender as a shortcut is actually not great. In this day and age, if you still blindly use a gender view for your marketing activities, actually it's just plain bad business. I'm not talking even about the backlash on stereotypes in advertising, which is a very real thing that has to be addressed. I'm saying it's bad business because you're leaving money on the table for your brands and your products. Because gender is such an easy thing to find in the market and to target and to talk about, it actually distracts you from the fun things that could be driving growth from your brands and, at the same time, it continues to create separation around genders and perpetuate stereotypes. So at the same time this activity is bad for your business and bad for society, so double whammy. And gender is one of those things like other demographics that have historically been good marketing shortcuts. ",What is the topic?,using gender as a shortcut,meeting_41,191
"Like a lot of people around the world, earlier this summer my friends and I were obsessed with the Women's World Cup held in France. Here we are, watching these incredible athletes, the goals were amazing, the games were clean and engaging, and at the same time, outside the field, these women are talking about equal pay, and in the case of some countries, any pay at all for their sport. So because we were mildly obsessed, we wanted to watch the games live, and we decided that one of the Spanish-speaking networks in the US was the best place for us to start. And it wasn't until a few games into the tournament that a friend of mine talks to me and says, ""Why does it feel like everything I'm seeing is commercials for makeup and household cleaning products and diets?"" And to be honest there's nothing necessarily wrong with that. Someone sat down and looked at the tournament and said, ""Well, this thing is likely to be seen by more women, these women are Hispanic because they're watching in Spanish, and this is women content. Therefore, this is a great place for me to place all these commercials that are female-centric and maybe not other things."" If I think about it as a marketer, I know that I absolutely should not be annoyed about it, because this is what marketers are tasked with doing. ",Where was the Women's World Cup held in?,In France,meeting_41,221
"Like a lot of people around the world, earlier this summer my friends and I were obsessed with the Women's World Cup held in France. Here we are, watching these incredible athletes, the goals were amazing, the games were clean and engaging, and at the same time, outside the field, these women are talking about equal pay, and in the case of some countries, any pay at all for their sport. So because we were mildly obsessed, we wanted to watch the games live, and we decided that one of the Spanish-speaking networks in the US was the best place for us to start. And it wasn't until a few games into the tournament that a friend of mine talks to me and says, ""Why does it feel like everything I'm seeing is commercials for makeup and household cleaning products and diets?"" And to be honest there's nothing necessarily wrong with that. Someone sat down and looked at the tournament and said, ""Well, this thing is likely to be seen by more women, these women are Hispanic because they're watching in Spanish, and this is women content. Therefore, this is a great place for me to place all these commercials that are female-centric and maybe not other things."" If I think about it as a marketer, I know that I absolutely should not be annoyed about it, because this is what marketers are tasked with doing. ",Why does it likely to be seen by more women?,"they're watching in Spanish, and this is women content.",meeting_41,221
" So if you think about this, it's kind of like a shortcut. They're using gender as a shortcut to get to their target consumer. The issue is that as logical as that argument seems, gender as a shortcut is actually not great. In this day and age, if you still blindly use a gender view for your marketing activities, actually it's just plain bad business. I'm not talking even about the backlash on stereotypes in advertising, which is a very real thing that has to be addressed. I'm saying it's bad business because you're leaving money on the table for your brands and your products. Because gender is such an easy thing to find in the market and to target and to talk about, it actually distracts you from the fun things that could be driving growth from your brands and, at the same time, it continues to create separation around genders and perpetuate stereotypes. So at the same time this activity is bad for your business and bad for society, so double whammy. And gender is one of those things like other demographics that have historically been good marketing shortcuts. ",What work are marketers tasked with doing?,using gender as a shortcut to get to their target consumer,meeting_41,191
" So if you think about this, it's kind of like a shortcut. They're using gender as a shortcut to get to their target consumer. The issue is that as logical as that argument seems, gender as a shortcut is actually not great. In this day and age, if you still blindly use a gender view for your marketing activities, actually it's just plain bad business. I'm not talking even about the backlash on stereotypes in advertising, which is a very real thing that has to be addressed. I'm saying it's bad business because you're leaving money on the table for your brands and your products. Because gender is such an easy thing to find in the market and to target and to talk about, it actually distracts you from the fun things that could be driving growth from your brands and, at the same time, it continues to create separation around genders and perpetuate stereotypes. So at the same time this activity is bad for your business and bad for society, so double whammy. And gender is one of those things like other demographics that have historically been good marketing shortcuts. ",What is her opinion on gender as a shortcut?,actually not great,meeting_41,191
"So at this point, I know, suspense is not killing you, because I told you what the output is, but what we found over time is after 200 projects around the world -- this is covering 20 countries or more -- in essence we ran about a hundred thousand of these tournaments, and, no surprise, gender was very rarely the most predictive thing to understand consumer needs. From a hundred thousand tournaments, gender only came out as the winning variable in about five percent of them. This is true around the world, by the way. We did this in places where traditional gender roles are a little more pronounced, and the conclusions were exactly the same. It was a little bit more important, gender, than five percent, but not material. So let's let that sink in for a second. No matter how you're looking at a consumer, most likely anything else is going to be more interesting to you than gender. There's probably something very important you need to know about them, and you're getting distracted because you're doing everything based on gender.",What did they find over time?,gender was very rarely the most predictive thing to understand consumer needs.,meeting_42,183
"So at this point, I know, suspense is not killing you, because I told you what the output is, but what we found over time is after 200 projects around the world -- this is covering 20 countries or more -- in essence we ran about a hundred thousand of these tournaments, and, no surprise, gender was very rarely the most predictive thing to understand consumer needs. From a hundred thousand tournaments, gender only came out as the winning variable in about five percent of them. This is true around the world, by the way. We did this in places where traditional gender roles are a little more pronounced, and the conclusions were exactly the same. It was a little bit more important, gender, than five percent, but not material. So let's let that sink in for a second. No matter how you're looking at a consumer, most likely anything else is going to be more interesting to you than gender. There's probably something very important you need to know about them, and you're getting distracted because you're doing everything based on gender.",What is the spearker's opinion?,"No matter how you're looking at a consumer, most likely anything else is going to be more interesting to you than gender.",meeting_42,183
"There's probably something very important you need to know about them, and you're getting distracted because you're doing everything based on gender. And that's why I say you're leaving money on the table. Gender is easy. It's easy to design advertising based on gender, it's easy to target people online and on TV based on gender. But at the end, that's not where the exciting growth will come from. If you're a food company, for example, it's actually much more interesting to you to know where people are eating, who they are eating with, are they very nutritionally oriented. All of those things are actually significantly more powerful and useful than knowing if a person is a man or a woman. And that matters, of course, because then if you're putting your limited budget into action, then you're better off creating solutions for different occasions than trying to target women versus young men. Another example is alcoholic beverages. Thirty-five percent to 40 percent of consumption in alcoholic beverages around the world actually happens with women, but, you know, ""women don't drink beer."" Those are the things that we typically hear. But actually, when a man and a woman are, for the most part, in the same location, the emotional and functional needs they have at that moment are very similar.",Why is advertising based on gender bad?,that's not where the exciting growth will come from.,meeting_42,213
"There's probably something very important you need to know about them, and you're getting distracted because you're doing everything based on gender. And that's why I say you're leaving money on the table. Gender is easy. It's easy to design advertising based on gender, it's easy to target people online and on TV based on gender. But at the end, that's not where the exciting growth will come from. If you're a food company, for example, it's actually much more interesting to you to know where people are eating, who they are eating with, are they very nutritionally oriented. All of those things are actually significantly more powerful and useful than knowing if a person is a man or a woman. And that matters, of course, because then if you're putting your limited budget into action, then you're better off creating solutions for different occasions than trying to target women versus young men. Another example is alcoholic beverages. Thirty-five percent to 40 percent of consumption in alcoholic beverages around the world actually happens with women, but, you know, ""women don't drink beer."" Those are the things that we typically hear. But actually, when a man and a woman are, for the most part, in the same location, the emotional and functional needs they have at that moment are very similar.",What example did she bring up?,alcoholic beverages.,meeting_42,213
"There's probably something very important you need to know about them, and you're getting distracted because you're doing everything based on gender. And that's why I say you're leaving money on the table. Gender is easy. It's easy to design advertising based on gender, it's easy to target people online and on TV based on gender. But at the end, that's not where the exciting growth will come from. If you're a food company, for example, it's actually much more interesting to you to know where people are eating, who they are eating with, are they very nutritionally oriented. All of those things are actually significantly more powerful and useful than knowing if a person is a man or a woman. And that matters, of course, because then if you're putting your limited budget into action, then you're better off creating solutions for different occasions than trying to target women versus young men. Another example is alcoholic beverages. Thirty-five percent to 40 percent of consumption in alcoholic beverages around the world actually happens with women, but, you know, ""women don't drink beer."" Those are the things that we typically hear. But actually, when a man and a woman are, for the most part, in the same location, the emotional and functional needs they have at that moment are very similar.",How much do women consume alcoholic beverages ?,Thirty-five percent to 40 percent of consumption in alcoholic beverages,meeting_42,213
"Six months later the newspaper was closed. Luckily, we had enough time to help Boris Nikolayevich take all the assets out of that company and bring him into a new one, to get all the subscription lists, rehire staff. So what the governor got was an empty shell. But that is what happens if you're in business of independent media, and if you are a banker for independent media. So it sounds like a great story. I'm sure that in this room there are, like, 15 other wonderful stories of nonprofits doing spectacular work. Here is where the problem is, and I'll explain to you as well as I can what the problem is. And it's called fundraising. Imagine that this third of this room is filled with people who represent different foundations. Imagine two thirds over here running excellent organizations, doing very important work. Now imagine that every second person over here is deaf, does not hear, and switch the lights off. Now that is how difficult it is to match people from this side of the room with people of that side of the room. So we thought that some kind of a big idea is needed to reform, to totally rethink fundraising.",What is the topic?,fundraising,meeting_43,197
"You see we started working in Eastern and Central Europe, and moved to Russia. Our first loan in Russia was in Chelyabinsk. I'll bet half of you have never heard of that place. In the south of Russia there's a guy called Boris Nikolayevich Kirshin, who is running an independent newspaper there. The city was closed until early '90s because, of all things, they were producing glass for Tupolev planes. Anyway, he's running independent newspaper there. After two years working with us, he becomes the most respected newspaper in that small place. Governor comes to him one day, actually invites him to come to his office. He goes and sees the governor. The governor says, Boris Nikolayevich, I understand you are doing a great job, and you are the most respected newspaper in our district. And I want to offer you a deal. Can you please give me your newspaper for the next nine months, because I have elections -- there are elections coming up in nine months. I will not run, but it's very important for me who is going to succeed me. So give me the paper for nine months. I'll give it back to you. I have no interest in being in media business. ",What happened to Boris Nikolayevich Kirshin?,he becomes the most respected newspaper in that small place.,meeting_43,183
"You see we started working in Eastern and Central Europe, and moved to Russia. Our first loan in Russia was in Chelyabinsk. I'll bet half of you have never heard of that place. In the south of Russia there's a guy called Boris Nikolayevich Kirshin, who is running an independent newspaper there. The city was closed until early '90s because, of all things, they were producing glass for Tupolev planes. Anyway, he's running independent newspaper there. After two years working with us, he becomes the most respected newspaper in that small place. Governor comes to him one day, actually invites him to come to his office. He goes and sees the governor. The governor says, Boris Nikolayevich, I understand you are doing a great job, and you are the most respected newspaper in our district. And I want to offer you a deal. Can you please give me your newspaper for the next nine months, because I have elections -- there are elections coming up in nine months. I will not run, but it's very important for me who is going to succeed me. So give me the paper for nine months. I'll give it back to you. I have no interest in being in media business. ",Where did it take place?,Chelyabinsk.,meeting_43,183
"You know, instead of people running in this dark, trying to find their own match, who will be willing, who has the same goals. Instead of all of that we thought there is -- something new needs to be invented. And we came up with this idea of issuing bonds, press freedom bonds. If there are investors willing to finance U.S. government budget deficit, why wouldn't we find investors willing to finance press freedom deficit? We've decided to do it this fall; we will issue them, probably in denominations of 1,000 dollars. I don't want to advertise them too much; that's not the point. But the point is, if we ever survive to actually issue them, find enough investors that this can be considered a success, there's nothing stopping the next organization to start to issue bonds next spring. And those can be environmental bonds. And then two weeks later, Iqbal Quadir can issue his electricity in Bangladesh bonds. And before you know it, any social cause can be actually financed in this way. ",What are enviornmental bonds?,issue bonds next spring,meeting_43,174
"You see we started working in Eastern and Central Europe, and moved to Russia. Our first loan in Russia was in Chelyabinsk. I'll bet half of you have never heard of that place. In the south of Russia there's a guy called Boris Nikolayevich Kirshin, who is running an independent newspaper there. The city was closed until early '90s because, of all things, they were producing glass for Tupolev planes. Anyway, he's running independent newspaper there. After two years working with us, he becomes the most respected newspaper in that small place. Governor comes to him one day, actually invites him to come to his office. He goes and sees the governor. The governor says, Boris Nikolayevich, I understand you are doing a great job, and you are the most respected newspaper in our district. And I want to offer you a deal. Can you please give me your newspaper for the next nine months, because I have elections -- there are elections coming up in nine months. I will not run, but it's very important for me who is going to succeed me. So give me the paper for nine months. I'll give it back to you. I have no interest in being in media business. ",What did the governor's deal?,give me the paper for nine months.,meeting_43,183
"I'd like to talk to you today about the scale of the scientific effort that goes into making the headlines you see in the paper. Headlines that look like this when they have to do with climate change; and like this when they have to do with air quality or smog. They're two branches of the same field of atmospheric science. Recently, the headlines looked like this when the Intergovernmental Panel on Climate Change, or IPCC, put out their report on the state of understanding of the atmospheric system. That report was written by 620 scientists from 40 countries. They wrote almost 1,000 pages on the topic, and all of those pages were reviewed by another 400-plus scientists and reviewers from 113 countries. It's a big community; such a big community, in fact, that our annual gathering is the largest scientific meeting in the world. Over 15,000 scientists go to San Francisco every year for that. Every one of those scientists is in a research group, and every research group studies a wide variety of topics. For us at Cambridge, it's as varied as the El Niño Oscillation, which affects weather and climate, to the assimilation of satellite data, to emissions from crops that produce biofuels, which is what I study. ",What topic is the talk about?,the scale of the scientific effort that goes into making the headlines,meeting_44,211
"The weight of a paper clip is approximately equal to 900 zeta-illion -- 10 to the 21st -- molecules of isoprene. But despite its very small weight, enough of it is emitted into the atmosphere every year to equal the weight of all the people on the planet. It's a huge amount of stuff. It's equal to the weight of methane. And because it's so much stuff, it's really important for the atmospheric system. Because it's important to the atmospheric system, we go to all lengths to study this thing. We blow it up and look at the pieces. This is the EUPHORE Smog Chamber in Spain. Atmospheric explosions, or full combustion, takes about 15,000 times longer than what happens in your car. But still, we look at the pieces. We run enormous models on supercomputers; this is what I happen to do. Our models have hundreds of thousands of grid boxes calculating hundreds of variables each, on minute timescales. It takes weeks to perform our integrations, and we perform dozens of integrations in order to understand what's happening. We also fly all over the world looking for this thing. I recently joined a field campaign in Malaysia -- there are others. ",What project is speaker currently in?,field campaign in Malaysia,meeting_44,202
" Over 15,000 scientists go to San Francisco every year for that. Every one of those scientists is in a research group, and every research group studies a wide variety of topics. For us at Cambridge, it's as varied as the El Niño Oscillation, which affects weather and climate, to the assimilation of satellite data, to emissions from crops that produce biofuels, which is what I study. 
And in each one of these research areas, of which there are even more, there are PhD students, like me, and we study incredibly narrow topics, things as narrow as a few processes or a few molecules. And one of the molecules I study is called isoprene, which is here. It's a small organic molecule. You've probably never heard of it. The weight of a paper clip is approximately equal to 900 zeta-illion -- 10 to the 21st -- molecules of isoprene. But despite its very small weight, enough of it is emitted into the atmosphere every year to equal the weight of all the people on the planet. It's a huge amount of stuff. ",What does the speaker study?,isoprene,meeting_44,181
" Over 15,000 scientists go to San Francisco every year for that. Every one of those scientists is in a research group, and every research group studies a wide variety of topics. For us at Cambridge, it's as varied as the El Niño Oscillation, which affects weather and climate, to the assimilation of satellite data, to emissions from crops that produce biofuels, which is what I study. 
And in each one of these research areas, of which there are even more, there are PhD students, like me, and we study incredibly narrow topics, things as narrow as a few processes or a few molecules. And one of the molecules I study is called isoprene, which is here. It's a small organic molecule. You've probably never heard of it. The weight of a paper clip is approximately equal to 900 zeta-illion -- 10 to the 21st -- molecules of isoprene. But despite its very small weight, enough of it is emitted into the atmosphere every year to equal the weight of all the people on the planet. It's a huge amount of stuff. ",Where does the speaker work at?,Cambridge,meeting_44,181
" Over 15,000 scientists go to San Francisco every year for that. Every one of those scientists is in a research group, and every research group studies a wide variety of topics. For us at Cambridge, it's as varied as the El Niño Oscillation, which affects weather and climate, to the assimilation of satellite data, to emissions from crops that produce biofuels, which is what I study. 
And in each one of these research areas, of which there are even more, there are PhD students, like me, and we study incredibly narrow topics, things as narrow as a few processes or a few molecules. And one of the molecules I study is called isoprene, which is here. It's a small organic molecule. You've probably never heard of it. The weight of a paper clip is approximately equal to 900 zeta-illion -- 10 to the 21st -- molecules of isoprene. But despite its very small weight, enough of it is emitted into the atmosphere every year to equal the weight of all the people on the planet. It's a huge amount of stuff. ",What is the speaker's job?,PhD student,meeting_44,181
"Michael: There's a decision that needs to be made, and I'm having an unbelievably a busy day. So I'm going to let you pick a health care plan for our office and then explain it to your co-workers.
Jim: Gosh.
Michael: Yeah!
Jim: That is a great offer. Thank you. I really think I should be concentrating on sales.
Michael: Really?
Jim: Yeah. I just don't think this is the kind of task, that I... am going to do. You know who would be great for this?
[Jim is in an interview]
Jim: Any time Michael asks me to do anything, I just tell him that Dwight should do it.
[Dwight is in Michael's office]
Dwight: Yes! I can do it! I'm your man. [Takes health care plans]
[Cuts back to Jim in interview]
Jim: Right now, this is just a job. If I advance any higher in this company then this would be my career. And uh, well, if this were my career, I'd have to throw myself in front of a train.
[Dwight is in Michael's office]
Dwight: OK, first, let's go over some parameters. How many people can I fire?
Michael: Ah, none. You're picking a health care plan.
Dwight: OK, we'll table that for the time being. Two, I'll need an office. I think the conference room should be fine.
Michael: You can use the conference room as a temporary workspace.",What is the job that must be done?,picking a health care plan,meeting_45,219
"""Jan: So, which health plan have you decided on?
Michael: I am going to go with the best, Jan. I am going to go with the one with the acupuncture, therapeutic massage, you know, the works.
Jan: Wait, acupuncture? None of the plans have acupuncture. Have you looked at them closely Michael?
Michael: I think it was you who didn't look closely enough at the Gold Plan.
Jan: The Gold Plan? I'm not even on that plan.
Michael: Well, I'd recommend it. It's very good.
Jan: Michael.
Michael: You gotta crack these things open.
Jan: You know the whole reason that we're doing this, is to save money. So you just need to pick a provider and choose the cheapest plan.
Michael: Well, that is kind of a tough assignment. Um... It won't be popular decision around the old orifice.
Jan: It's your job. So...
Michael: Well, it's a suicide mission, you know.
Jan: Michael... maybe... I mean...
Michael: There, there...
Jan: Sometimes a manager, like yourself, has to deliver the bad news to the employees. I do it all the time.
Michael: [scoffs] When have you ever done that?
Jan: I'm doing it right now. To you.
[Jim is talking to Pam at her desk]
Jim: Last night on Trading Spouses, there's... have you seen it?
Pam: No. I have a life.
Jim: Interesting, what's that like?
Pam: You should try it sometime.
Jim: Wow. But then who would watch my TV? That is...
Pam: [laughs]... your problem.
Michael: Jimbo! Ha haaaaa. Ah.",Which healthcare are they going to get?,"one with the acupuncture, therapeutic massage",meeting_45,230
"""Jan: So, which health plan have you decided on?
Michael: I am going to go with the best, Jan. I am going to go with the one with the acupuncture, therapeutic massage, you know, the works.
Jan: Wait, acupuncture? None of the plans have acupuncture. Have you looked at them closely Michael?
Michael: I think it was you who didn't look closely enough at the Gold Plan.
Jan: The Gold Plan? I'm not even on that plan.
Michael: Well, I'd recommend it. It's very good.
Jan: Michael.
Michael: You gotta crack these things open.
Jan: You know the whole reason that we're doing this, is to save money. So you just need to pick a provider and choose the cheapest plan.
Michael: Well, that is kind of a tough assignment. Um... It won't be popular decision around the old orifice.
Jan: It's your job. So...
Michael: Well, it's a suicide mission, you know.
Jan: Michael... maybe... I mean...
Michael: There, there...
Jan: Sometimes a manager, like yourself, has to deliver the bad news to the employees. I do it all the time.
Michael: [scoffs] When have you ever done that?
Jan: I'm doing it right now. To you.
[Jim is talking to Pam at her desk]
Jim: Last night on Trading Spouses, there's... have you seen it?
Pam: No. I have a life.
Jim: Interesting, what's that like?
Pam: You should try it sometime.
Jim: Wow. But then who would watch my TV? That is...
Pam: [laughs]... your problem.
Michael: Jimbo! Ha haaaaa. Ah.",what is the reason of picking the health care plan?,to save money,meeting_45,230
"Michael: There's a decision that needs to be made, and I'm having an unbelievably a busy day. So I'm going to let you pick a health care plan for our office and then explain it to your co-workers.
Jim: Gosh.
Michael: Yeah!
Jim: That is a great offer. Thank you. I really think I should be concentrating on sales.
Michael: Really?
Jim: Yeah. I just don't think this is the kind of task, that I... am going to do. You know who would be great for this?
[Jim is in an interview]
Jim: Any time Michael asks me to do anything, I just tell him that Dwight should do it.
[Dwight is in Michael's office]
Dwight: Yes! I can do it! I'm your man. [Takes health care plans]
[Cuts back to Jim in interview]
Jim: Right now, this is just a job. If I advance any higher in this company then this would be my career. And uh, well, if this were my career, I'd have to throw myself in front of a train.
[Dwight is in Michael's office]
Dwight: OK, first, let's go over some parameters. How many people can I fire?
Michael: Ah, none. You're picking a health care plan.
Dwight: OK, we'll table that for the time being. Two, I'll need an office. I think the conference room should be fine.
Michael: You can use the conference room as a temporary workspace.",Why can't Jim pick the health care plan?,should be concentrating on sales,meeting_45,219
"Michael: There's a decision that needs to be made, and I'm having an unbelievably a busy day. So I'm going to let you pick a health care plan for our office and then explain it to your co-workers.
Jim: Gosh.
Michael: Yeah!
Jim: That is a great offer. Thank you. I really think I should be concentrating on sales.
Michael: Really?
Jim: Yeah. I just don't think this is the kind of task, that I... am going to do. You know who would be great for this?
[Jim is in an interview]
Jim: Any time Michael asks me to do anything, I just tell him that Dwight should do it.
[Dwight is in Michael's office]
Dwight: Yes! I can do it! I'm your man. [Takes health care plans]
[Cuts back to Jim in interview]
Jim: Right now, this is just a job. If I advance any higher in this company then this would be my career. And uh, well, if this were my career, I'd have to throw myself in front of a train.
[Dwight is in Michael's office]
Dwight: OK, first, let's go over some parameters. How many people can I fire?
Michael: Ah, none. You're picking a health care plan.
Dwight: OK, we'll table that for the time being. Two, I'll need an office. I think the conference room should be fine.
Michael: You can use the conference room as a temporary workspace.",What does Dwight need?,an office,meeting_45,219
"The situation in Michigan is out of control.
Now we've got a teenager in critical condition.
I need to know what my legal options are, right now.
Well, Mr. President, you can invoke the Supremacy Clause, issue an executive order saying, Governor Royce must force his police to stand down.
That's a bad call. E.O.s can be perceived as very hostile.
- Then what would you suggest?
- A Presidential Proclamation.
Which is nothing more than a symbolic, empty gesture.
It looks weak, sir.
Bush used a Proclamation to secure disaster areas after Katrina.
That hardly seems like an empty gesture to me.
I wouldn't take declaring Martial Law off the table either, sir.
If you want this to be the shortest presidency in history.
Let me get this straight.
An executive order will be perceived as too hostile, a Presidential Proclamation,too weak.Martial Law, either very, very smart or incredibly self-destructive.Guys, let me ask you a question. Can you agree on anything?

- Yes.
- Not really.

Great.",What is a possible consequence of an executive order?,Will be perceived as too hostile,meeting_46,151
"The situation in Michigan is out of control.
Now we've got a teenager in critical condition.
I need to know what my legal options are, right now.
Well, Mr. President, you can invoke the Supremacy Clause, issue an executive order saying, Governor Royce must force his police to stand down.
That's a bad call. E.O.s can be perceived as very hostile.
- Then what would you suggest?
- A Presidential Proclamation.
Which is nothing more than a symbolic, empty gesture.
It looks weak, sir.
Bush used a Proclamation to secure disaster areas after Katrina.
That hardly seems like an empty gesture to me.
I wouldn't take declaring Martial Law off the table either, sir.
If you want this to be the shortest presidency in history.
Let me get this straight.
An executive order will be perceived as too hostile, a Presidential Proclamation,too weak.Martial Law, either very, very smart or incredibly self-destructive.Guys, let me ask you a question. Can you agree on anything?

- Yes.
- Not really.

Great.",What is a possible consequence of a Presidential Proclamation?,Too weak,meeting_46,151
"The situation in Michigan is out of control.
Now we've got a teenager in critical condition.
I need to know what my legal options are, right now.
Well, Mr. President, you can invoke the Supremacy Clause, issue an executive order saying, Governor Royce must force his police to stand down.
That's a bad call. E.O.s can be perceived as very hostile.
- Then what would you suggest?
- A Presidential Proclamation.
Which is nothing more than a symbolic, empty gesture.
It looks weak, sir.
Bush used a Proclamation to secure disaster areas after Katrina.
That hardly seems like an empty gesture to me.
I wouldn't take declaring Martial Law off the table either, sir.
If you want this to be the shortest presidency in history.
Let me get this straight.
An executive order will be perceived as too hostile, a Presidential Proclamation,too weak.Martial Law, either very, very smart or incredibly self-destructive.Guys, let me ask you a question. Can you agree on anything?

- Yes.
- Not really.

Great.",What is a possible consequence of Martial Law?,Incredibly self-destructive,meeting_46,151
"The situation in Michigan is out of control.
Now we've got a teenager in critical condition.
I need to know what my legal options are, right now.
Well, Mr. President, you can invoke the Supremacy Clause, issue an executive order saying, Governor Royce must force his police to stand down.
That's a bad call. E.O.s can be perceived as very hostile.
- Then what would you suggest?
- A Presidential Proclamation.
Which is nothing more than a symbolic, empty gesture.
It looks weak, sir.
Bush used a Proclamation to secure disaster areas after Katrina.
That hardly seems like an empty gesture to me.
I wouldn't take declaring Martial Law off the table either, sir.
If you want this to be the shortest presidency in history.
Let me get this straight.
An executive order will be perceived as too hostile, a Presidential Proclamation,too weak.Martial Law, either very, very smart or incredibly self-destructive.Guys, let me ask you a question. Can you agree on anything?

- Yes.
- Not really.

Great.",When will the next meeting be held?,,meeting_46,151
"The situation in Michigan is out of control.
Now we've got a teenager in critical condition.
I need to know what my legal options are, right now.
Well, Mr. President, you can invoke the Supremacy Clause, issue an executive order saying, Governor Royce must force his police to stand down.
That's a bad call. E.O.s can be perceived as very hostile.
- Then what would you suggest?
- A Presidential Proclamation.
Which is nothing more than a symbolic, empty gesture.
It looks weak, sir.
Bush used a Proclamation to secure disaster areas after Katrina.
That hardly seems like an empty gesture to me.
I wouldn't take declaring Martial Law off the table either, sir.
If you want this to be the shortest presidency in history.
Let me get this straight.
An executive order will be perceived as too hostile, a Presidential Proclamation,too weak.Martial Law, either very, very smart or incredibly self-destructive.Guys, let me ask you a question. Can you agree on anything?

- Yes.
- Not really.

Great.",What activities were undertaken or agreed upon?,,meeting_46,151
"Governor Royce. You're a hard man to reach.

Well, I told you before. I'm pretty busy.

Well, we're gonna try and lighten the load for you, For the record, I am ordering you to have your police stand down and stop harassing the Muslim community in Dearborn.

I also need you to release everybody that you've picked up today that you have not formally charged with a crime.

Look, I told you before, my police are doing what they have to do to protect my citizens.

With all due respect, Governor, they're not your citizens. They're mine and it's my job to protect them.

It's a job you have no business doing.

Well, not according to the Constitution. Governor, you should also know that your police unknowingly picked up three undercover operatives working on a long lead investigation for Homeland Security.

I can't give you their names because it's classified and you don't have clearance. That is why I need you to release everybody that you've picked up today.

Well, I'm not gonna do that.

Well, then, Governor, you'll be obstructing a federal investigation. I'm sure you're aware of the consequences for that. 

Look, I'm just trying to keep my people safe. 

How safe is Danny Fayad this evening? Governor, I need your answer now.

I'll call the State Police, tell them to stand down and release everyone we've picked up.

Thank you.

(SIGHS)

Mr. President, would you like me to contact Homeland Security, tell them their agents have been released?

There were no agents. It was a bluff.

A band-aid to stop the bleeding for now.

Well done, Mr. President.",When will the next meeting be held?,,meeting_47,254
